Jop title,Company name,Location,Skills,links
General Accountant - (Manufacturing),Confidential -,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · males_only · Accounting · Finance · Financial Analysis · Financial Management · Financial · Accountant · Reporting · Analytical · Financial Reporting · Software,https://wuzzuf.net/jobs/p/tMYiLUqF3BJn-General-Accountant---Manufacturing-Cairo-Egypt?o=198&l=sp&t=sj&a=data analysis|search-v3|hpb
Purchasing Specialist,Mamiba ,"6th of October, Giza, Egypt ",Full timeEntry Level · 1 - 5 Yrs of Exp · Local Purchasing · Logistics · Shipping · HSE · Printing · Microsoft Excel · Microsoft Word · Purchasing · Procurement · Commerce,https://wuzzuf.net/jobs/p/8BDO9Do2TSdg-Purchasing-Specialist-Mamiba-Giza-Egypt?o=199&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Lewaa El Hamd Group,"Bab Sharq, Alexandria, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Accounting · excel · Finance · MS Office · Financial Management · Financial Analysis · Accounting/Finance · Banking,https://wuzzuf.net/jobs/p/xIrGyW6TxxLs-Accountant-Lewaa-El-Hamd-Group-Alexandria-Egypt?o=200&l=sp&t=sj&a=data analysis|search-v3|hpb
Product Owner,Dexef,"Maadi, Cairo, Egypt ",Full timePart timeExperienced · 5 - 8 Yrs of Exp · Information Technology (IT) · Agile · Computer Science · Project Management · Business Analysis · Analysis · Management · Project · ERP · Business,https://wuzzuf.net/jobs/p/NcdpaApzZ31e-Product-Owner-Dexef-Cairo-Egypt?o=201&l=sp&t=sj&a=data analysis|search-v3|hpb
Stock Controller Accountant,Elabd Foods,"Abu Rawash, Giza, Egypt ",Full timeExperienced · 0 - 3 Yrs of Exp · Finance · Accounting · Financial Analysis · Stock Control · Financial Accounting · Cost Control · Audit · FMCG · Logistics · English,https://wuzzuf.net/jobs/p/uZ1Gjxq2h7Mk-Stock-Controller-Accountant-Elabd-Foods-Giza-Egypt?o=202&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounting Manager - (Manufacturing Background),Confidential -,"Alsadat City, Monufya, Egypt ",Full timeManager · 15 - 20 Yrs of Exp · males_only · Accounting · Accounting Manager · Finance · Financial Analysis · Financial Management · Manufacturing · Steel Industry · Sheet Metal · finance manager · steel,https://wuzzuf.net/jobs/p/LaePyIp7Bwln-Accounting-Manager---Manufacturing-Background-Monufya-Egypt?o=203&l=sp&t=sj&a=data analysis|search-v3|hpb
Financial Analysis Supervisor,MAC EGYPT REAL ESTATE CO.,"15th May City, Cairo, Egypt ",Full timeManager · 3 - 5 Yrs of Exp · Financial Analysis · Financial Management · Business · Supervisor · Accounting · Management · Finance · Communication · Financial · Excel,https://wuzzuf.net/jobs/p/ShYsbaPmpRiR-Financial-Analysis-Supervisor-MAC-EGYPT-REAL-ESTATE-CO-Cairo-Egypt?o=204&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Confidential -,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Accounting · Finance · English · Financial Analysis · Financial Management · Regulations · Tax · Accounting/Finance,https://wuzzuf.net/jobs/p/Uf5377hGCXrq-Accountant-Cairo-Egypt?o=205&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Confidential -,"Darrasa, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Accounting · Financial · Commerce · English · Financial Analysis · Finance · Financial Management · Microsoft Office · Accounting/Finance,https://wuzzuf.net/jobs/p/e7kEpoQw3U42-Accountant-Cairo-Egypt?o=206&l=sp&t=sj&a=data analysis|search-v3|hpb
HR Business Partner (Learning & Development),Fine Hygienic Holding,"6th of October, Giza, Egypt ",Full timeManager · 5 - 7 Yrs of Exp · Training Needs Analysis · HRBP · Human Resources (HR) · learning · English · HR · Learning & Development · Human Resources,https://wuzzuf.net/jobs/p/0XHkpzxzFNwb-HR-Business-Partner-Learning-Development-Fine-Hygienic-Holding-Giza-Egypt?o=207&l=sp&t=sj&a=data analysis|search-v3|hpb
General Accountant,Gap Polymers ,"Maadi, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Finance · Accounting · AP · Costing · Odoo · AR · Financial Analysis · Financial Management · Computer Skills · Accounting/Finance,https://wuzzuf.net/jobs/p/IVX4db0LrRee-General-Accountant-Gap-Polymers-Cairo-Egypt?o=208&l=sp&t=sj&a=data analysis|search-v3|hpb
Marketing Specialist,Orient,"Maadi, Cairo, Egypt ",Full timeEntry Level · 0 - 3 Yrs of Exp · Marketing · Market Research · Brand Strategy · Assortment Control · Support Sales · Packaging · Sales Analysis · E-marketing · Digital Marketing · Marketing/PR/Advertising,https://wuzzuf.net/jobs/p/K3puUAV2wKCF-Marketing-Specialist-Orient-Cairo-Egypt?o=209&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Sash systems,"6th of October, Giza, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Accounting · Finance · Financial · Financial Analysis · Financial Management · Accounting/Finance,https://wuzzuf.net/jobs/p/jW9rA1ozsQrZ-Accountant-Sash-systems-Giza-Egypt?o=210&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Payroll Specialist,Confidential -,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 4 - 7 Yrs of Exp · Analysis · Payroll · Power BI · Microsoft Excel · Microsoft Dynamics · Dynamics AX 2012 · Variance Analysis · Budgeting · Budget Monitoring · Budget Control,https://wuzzuf.net/jobs/p/xiiifbczLj1U-Senior-Payroll-Specialist-Cairo-Egypt?o=211&l=sp&t=sj&a=data analysis|search-v3|hpb
ERP Business Analyst,Your Parts,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Analyst · Business Analysis · business · ERP · Testing · Analysis · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/aiRNDUoynT0v-ERP-Business-Analyst-Your-Parts-Cairo-Egypt?o=212&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Accountant Accounts Receivable,Arab Union Glass Factory,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3+ Yrs of Exp · A/R · Accounting · Accounts Receivable · Finance · Commerce · Financial Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/HzuKMtrYnsCd-Senior-Accountant-Accounts-Receivable-Arab-Union-Glass-Factory-Cairo-Egypt?o=213&l=sp&t=sj&a=data analysis|search-v3|hpb
Infor M3 Software Support Senior Tester,Ibn Sina Pharma,"Obour City, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · software · Technical Analysis · Software Engineering · ERP Software · Computer Science · software support · software testing · SQL · Problem Solving · English,https://wuzzuf.net/jobs/p/wikznpU3lKiP-Infor-M3-Software-Support-Senior-Tester-Ibn-Sina-Pharma-Cairo-Egypt?o=214&l=sp&t=sj&a=data analysis|search-v3|hpb
Financial Controller,AK IT Consulting,"Nasr City, Cairo, Egypt ",Full timeManager · 5 - 8 Yrs of Exp · Administration · Human Resources (HR) · Accounting · English · Communication Skills · Admin · Office · Skills · Excel · Microsoft Office,https://wuzzuf.net/jobs/p/LHfYQ2xMZjdL-Financial-Controller-AK-IT-Consulting-Cairo-Egypt?o=215&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Accountant - Saudi Arabia,Media Land Group,"Riyadh, Saudi Arabia ",Full timeExperienced · 4 - 5 Yrs of Exp · accountant · Accounting · Financial Analysis · Financial Reporting · Financial · Financial Management · Accounting/Finance,https://wuzzuf.net/jobs/p/uNjttA48jI31-Senior-Accountant---Saudi-Arabia-Media-Land-Group-Riyadh-Saudi-Arabia?o=216&l=sp&t=sj&a=data analysis|search-v3|hpb
Travel Operation Auditor / Analyst,AL-Matar,"Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Sabre · Sabre GDS · Amadeus · Amadeus gds · Travel · OTA · Microsoft Excel · Hotel Booking · Analysis · Reporting,https://wuzzuf.net/jobs/p/U15PfgF2bMs1-Travel-Operation-Auditor-Analyst-AL-Matar-Cairo-Egypt?o=217&l=sp&t=sj&a=data analysis|search-v3|hpb
IT Manager,Option Travel,"Maadi, Cairo, Egypt ",Full timeManager · 10 - 15 Yrs of Exp · males_only · Information Technology (IT) · Project Management · Computer Science · Engineering · Management · Software · Computer · Analysis · Technical · Computer Hardware,https://wuzzuf.net/jobs/p/4w7iRh31gEgU-IT-Manager-Option-Travel-Cairo-Egypt?o=218&l=sp&t=sj&a=data analysis|search-v3|hpb
Tax Accountant,Ghalioungui ,"Mokattam, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Accounting · Finance · Value Added Tax · Tax Law · Tax Accounting · Financial Analysis · Microsoft Office · Computer Skills · Accounting/Finance,https://wuzzuf.net/jobs/p/8GcyWYuZR3ar-Tax-Accountant-Ghalioungui-Cairo-Egypt?o=219&l=sp&t=sj&a=data analysis|search-v3|hpb
Tax Accountant,Hamza Group,"Dokki, Giza, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Accounting · Finance · SAP · ERP · Financial Analysis · Communication skills · Tax · Accounting/Finance,https://wuzzuf.net/jobs/p/GBeZsssskFrF-Tax-Accountant-Hamza-Group-Giza-Egypt?o=220&l=sp&t=sj&a=data analysis|search-v3|hpb
Staff Software Engineer (Customer Domain Team),Nana,"Sheraton, Cairo, Egypt ",Full timeExperienced · 8+ Yrs of Exp · Computer Science · Information Technology (IT) · Networking · Programming · Python · Software · Software Development · Software Engineering · Troubleshooting · Debugging,https://wuzzuf.net/jobs/p/xsgTa8wQHQbM-Staff-Software-Engineer-Customer-Domain-Team-Nana-Cairo-Egypt?o=221&l=sp&t=sj&a=data analysis|search-v3|hpb
Junior Accountant,Smart Group,"Heliopolis, Cairo, Egypt ",Full timeEntry Level · 0 - 3 Yrs of Exp · males_preferred · Commerce · Finance · Accounting · Computer Skills · English · Financial Analysis · Microsoft Office · ERP · Accounting/Finance,https://wuzzuf.net/jobs/p/rR1W9n8SQKbq-Junior-Accountant-Smart-Group-Cairo-Egypt?o=222&l=sp&t=sj&a=data analysis|search-v3|hpb
Chief Accountant - Hotels, Byoot Bay,"Giza, Giza, Egypt ",Full timeManager · 5+ Yrs of Exp · Finance · Accounting · Hotels · Financial Management · Hospitality · Personal Tax · Financial · Communication · Communication skills · Financial Analysis,https://wuzzuf.net/jobs/p/NFXSUd7QV2iP-Chief-Accountant---Hotels-Byoot-Bay-Giza-Egypt?o=223&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounting Manager - Hotels, Byoot Bay,"Giza, Giza, Egypt ",Full timeManager · 3 - 5 Yrs of Exp · Accounting · Finance · Financial Management · Financial Analysis · Management · Accounting Software · Communication · Computer Skills · Financial · Financial Reporting,https://wuzzuf.net/jobs/p/rXW3LBeGZHyJ-Accounting-Manager---Hotels-Byoot-Bay-Giza-Egypt?o=224&l=sp&t=sj&a=data analysis|search-v3|hpb
Product Owner,Perfect Presentation,"6th of October, Giza, Egypt ",Full timeExperienced · 5 - 9 Yrs of Exp · Business Analysis · Product Management · Product · Agile · Management · po · scrum · Business Development · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/TI93i8bY4am9-Product-Owner-Perfect-Presentation-Giza-Egypt?o=225&l=sp&t=sj&a=data analysis|search-v3|hpb
Product Manager (Pharmaceutical & Cosmetics),Medisave Pharmaceuticals,"New Cairo, Cairo, Egypt ",Full timeManager · 5+ Yrs of Exp · Pharmaceutical · Product Management · Analysis · Market Research · Management · Marketing · Pharmacy · Product · Project Management · Sales,https://wuzzuf.net/jobs/p/PZiy5MkCyhKC-Product-Manager-Pharmaceutical-Cosmetics-Medisave-Pharmaceuticals-Cairo-Egypt?o=226&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounts Payable Accountant,Jozoor Landscapes,"Maadi, Cairo, Egypt ",Full timeExperienced · 4 - 6 Yrs of Exp · males_only · Accounts Payable · Accounting · Finance · Financial Analysis · Commerce · Accounting/Finance,https://wuzzuf.net/jobs/p/CURgHNVgrJhy-Accounts-Payable-Accountant-Jozoor-Landscapes-Cairo-Egypt?o=227&l=sp&t=sj&a=data analysis|search-v3|hpb
"Junior Trader - Dubai, UAE",Cobblestone Energy,"Dubai, United Arab Emirates ",Full timeEntry Level · 0 - 5 Yrs of Exp · Trading · Mathematics · Engineering · Analysis · Numerical Analysis · Financial Markets · Python · Microsoft Excel · Purchasing/Procurement · Engineering - Oil & Gas/Energy,https://wuzzuf.net/jobs/p/DgTyIdlROTAX-Junior-Trader---Dubai-UAE-Cobblestone-Energy-Dubai-United-Arab-Emirates?o=228&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Owainate Oasis for reclamation and agricultural lands,"Abou Hammad, Sharqia, Egypt ",Full timeExperienced · 5 - 7 Yrs of Exp · Accounting · Finance · Export · Financial Analysis · Financial Management · English · Logistics · Shipping · Import / Export · Accounting/Finance,https://wuzzuf.net/jobs/p/jzHDCxEbxWT8-Accountant-Owainate-Oasis-for-reclamation-and-agricultural-lands-Sharqia-Egypt?o=229&l=sp&t=sj&a=data analysis|search-v3|hpb
Digital Media Buyer Specialist,Baron Developments,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · Digital Marketing · E-marketing · Marketing · Social Media · Media · Google Analytics · Campaigns · Analytics · Microsoft Office · google,https://wuzzuf.net/jobs/p/pZzODEZ5cWRU-Digital-Media-Buyer-Specialist-Baron-Developments-Cairo-Egypt?o=230&l=sp&t=sj&a=data analysis|search-v3|hpb
iOS Mobile Developer - Mansoura,"qTech. ""AlQemam""","Mansoura, Dakahlia, Egypt ",Full timeEntry Level · 1+ Yrs of Exp · Software Development · Objective-C · Java · OpenGL · Mobile Development · Computer Science · Computer Engineering · Software Engineering · iOS · iOS SDK,https://wuzzuf.net/jobs/p/ktRpOay31FqV-iOS-Mobile-Developer---Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=231&l=sp&t=sj&a=data analysis|search-v3|hpb
Finance Manager,Confidential -,"Maadi, Cairo, Egypt ",Full timeManager · 14 - 20 Yrs of Exp · Accounting · CMA · ACCA · CPA · Finance · Financial Analysis · Real Estate · English · Financial Management · Construction,https://wuzzuf.net/jobs/p/iky7YrQfgk0I-Finance-Manager-Cairo-Egypt?o=232&l=sp&t=sj&a=data analysis|search-v3|hpb
Associate Technical Engineer - German Speaker,Expleo,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Engineering · Information Technology (IT) · German · English · Java · Technical Support · Computer Science · Customer Support · C# · Quality,https://wuzzuf.net/jobs/p/D3lcWRxXeL4E-Associate-Technical-Engineer---German-Speaker-Expleo-Cairo-Egypt?o=233&l=sp&t=sj&a=data analysis|search-v3|hpb
Budgeting & Costing Manager,Neisco for Modern Water Systems Production,"Nasr City, Cairo, Egypt ",Full timeManager · 10 - 15 Yrs of Exp · Financial Analysis · Cost · Financial Management · Cost Accounting · Financial · Accounting · Finance · Management · Analysis · Accounting/Finance,https://wuzzuf.net/jobs/p/zth9Sb6HPfx7-Budgeting-Costing-Manager-Neisco-for-Modern-Water-Systems-Production-Cairo-Egypt?o=234&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Capital logistics,"Mahta Alraml, Alexandria, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · females_only · Accounting · MS Office · Communication skills · Finance · Financial Management · Financial Analysis · English · Accounting/Finance,https://wuzzuf.net/jobs/p/JIysksnMPhIX-Accountant-Capital-logistics-Alexandria-Egypt?o=235&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,Smart Zone,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 2 Yrs of Exp · Startup · Accounting · Finance · Financial Management · Financial Analysis · Communication Skills · Computer Skills · Microsoft Office · Microsoft Word · Microsoft Excel,https://wuzzuf.net/jobs/p/JLMvixzG6VfN-Accountant-Smart-Zone-Cairo-Egypt?o=236&l=sp&t=sj&a=data analysis|search-v3|hpb
Sales Accountant,Madinet Nasr for Housing and Development,"Nasr City, Cairo, Egypt ",Full timeExperienced · 2+ Yrs of Exp · Accounting · Finance · Sales · Sales Skills · Sales Target · Commerce · Financial Management · Financial Analysis · Accounting/Finance · Sales/Retail,https://wuzzuf.net/jobs/p/JLgacZh4EWMk-Sales-Accountant-Madinet-Nasr-for-Housing-and-Development-Cairo-Egypt?o=237&l=sp&t=sj&a=data analysis|search-v3|hpb
Accounting Manager,WEmng,"6th of October, Giza, Egypt ",Full timeManager · 10 - 15 Yrs of Exp · Accounting/Finance · Accounting · Management · Finance · Financial Analysis · Financial Management · Accounting/Finance,https://wuzzuf.net/jobs/p/EMWmErMhA55T-Accounting-Manager-WEmng-Giza-Egypt?o=238&l=sp&t=sj&a=data analysis|search-v3|hpb
Costing Manager,Neisco for Modern Water Systems Production,"Nasr City, Cairo, Egypt ",Full timeManager · 7 - 9 Yrs of Exp · Finance · Accounting · Financial Analysis · Financial Management · Financial · Cost · Accounting/Finance · Operations/Management,https://wuzzuf.net/jobs/p/bHUVCCQ7UqYR-Costing-Manager-Neisco-for-Modern-Water-Systems-Production-Cairo-Egypt?o=239&l=sp&t=sj&a=data analysis|search-v3|hpb
Senior Tax Accountant,Andalusia Group,"Alexandria, Egypt ",Full timeExperienced · 3 - 6 Yrs of Exp · Tax Accounting · Accounting · Financial Management · Financial Analysis · Tax · VAT · Finance · Accounting/Finance,https://wuzzuf.net/jobs/p/ETNLaeb1BYpe-Senior-Tax-Accountant-Andalusia-Group-Alexandria-Egypt?o=240&l=sp&t=sj&a=data analysis|search-v3|hpb
Accountant,E3mel Business for Financial & Managerial Consultancy,"Maadi, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · males_only · Accounting · Finance · Reporting · Computer Skills · Microsoft Office · Financial Analysis · Financial Management · Financial Reporting · Accounting/Finance,https://wuzzuf.net/jobs/p/uWeWw2tveImF-Accountant-E3mel-Business-for-Financial-Managerial-Consultancy-Cairo-Egypt?o=241&l=sp&t=sj&a=data analysis|search-v3|hpb
Operation Manager - KSA,Itruck corp,"Yanbu, Saudi Arabia ",Full timeManager · 13 - 20 Yrs of Exp · Operations · Management · Leadership · Planning · Communication · Analysis · business · Finance · Project Management · Microsoft Office,https://wuzzuf.net/jobs/p/Iu1htnlLpRAc-Operation-Manager---KSA-Itruck-corp-Yanbu-Saudi-Arabia?o=242&l=sp&t=sj&a=data analysis|search-v3|hpb
Quality Assurance Specialist,Delizio,"Hurghada, Red Sea, Egypt ",Full timeExperienced · 3 - 7 Yrs of Exp · Quality Assurance · Quality Control · Analysis · Monitoring · Quality · Communication Skills · QA · HACCP · Quality,https://wuzzuf.net/jobs/p/D7Xfbm83tIPE-Quality-Assurance-Specialist-Delizio-Red-Sea-Egypt?o=243&l=sp&t=sj&a=data analysis|search-v3|hpb
